year,political_party,state_code,deputy_name,receipt_description,value_receipts,max_receipt
2009,DEM,SE,Jeronimo Reis,Fuels and lubricants.,37358,4571
2009,DEM,SE,Jeronimo Reis,"Locomotion, Food and Lodging",29841,9900
2009,DEM,SE,Jeronimo Reis,Maintenance of Office,1860,465
2009,DEM,SE,Jeronimo Reis,Postal Services,6410,1040
2009,DEM,SE,Jeronimo Reis,Renting of motor vehicles or chartering of boats,49500,9900
2009,DEM,SE,Jeronimo Reis,Telephony,29110,1072
2009,DEM,SE,José Carlos Machado,Airline tickets,23867,1442
2009,DEM,SE,José Carlos Machado,"Consultancies, Researches and Technical Works.",22610,9e3
2009,DEM,SE,José Carlos Machado,Dissemination of the Parliamentary Activity.,89558,9e3
2009,DEM,SE,José Carlos Machado,Food and Meals,1194,136
2009,DEM,SE,José Carlos Machado,Fuels and lubricants.,45111,3131
2009,DEM,SE,José Carlos Machado,"Hosting, except for the Parliamentary in the Federal District.",569,350
2009,DEM,SE,José Carlos Machado,"Locomotion, Food and Lodging",16921,3500
2009,DEM,SE,José Carlos Machado,Maintenance of Office,22079,1753
2009,DEM,SE,José Carlos Machado,Postal Services,7168,3e3
2009,DEM,SE,José Carlos Machado,Publication Subscription,170,170
2009,DEM,SE,José Carlos Machado,Renting of motor vehicles or chartering of boats,23100,3500
2009,DEM,SE,José Carlos Machado,Security Service Provided By Specialized Company.,11405,4493
2009,DEM,SE,José Carlos Machado,Telephony,25952,1413
2009,DEM,SE,Mendonça Prado,Acquisition or Location of Software for Postal Services,267,45
2009,DEM,SE,Mendonça Prado,Airline tickets,27510,2390
2009,DEM,SE,Mendonça Prado,"Consultancies, Researches and Technical Works.",10880,4e3
2009,DEM,SE,Mendonça Prado,Dissemination of the Parliamentary Activity.,132033,24850
2009,DEM,SE,Mendonça Prado,Food and Meals,66,62
2009,DEM,SE,Mendonça Prado,Fuels and lubricants.,25411,3703
2009,DEM,SE,Mendonça Prado,"Hosting, except for the Parliamentary in the Federal District.",2127,824
2009,DEM,SE,Mendonça Prado,"Locomotion, Food and Lodging",2103,674
2009,DEM,SE,Mendonça Prado,Maintenance of Office,311,45
2009,DEM,SE,Mendonça Prado,Postal Services,34446,14618
2009,DEM,SE,Mendonça Prado,Renting of motor vehicles or chartering of boats,977,233
2009,DEM,SE,Mendonça Prado,Telephony,16525,1184
2009,DEM,SP,Bispo Gê Tenuta,Acquisition of Office Supplies.,579,149
2009,DEM,SP,Bispo Gê Tenuta,Acquisition or Location of Software for Postal Services,112,112
2009,DEM,SP,Bispo Gê Tenuta,Airline tickets,56572,1248
2009,DEM,SP,Bispo Gê Tenuta,"Consultancies, Researches and Technical Works.",13000,3500
2009,DEM,SP,Bispo Gê Tenuta,Dissemination of the Parliamentary Activity.,30860,8800
2009,DEM,SP,Bispo Gê Tenuta,Food and Meals,4095,190
2009,DEM,SP,Bispo Gê Tenuta,Fuels and lubricants.,26570,639
2009,DEM,SP,Bispo Gê Tenuta,"Hosting, except for the Parliamentary in the Federal District.",846,525
2009,DEM,SP,Bispo Gê Tenuta,"Locomotion, Food and Lodging",3700,800
2009,DEM,SP,Bispo Gê Tenuta,Maintenance of Office,48103,5803
2009,DEM,SP,Bispo Gê Tenuta,Postal Services,6538,3900
2009,DEM,SP,Bispo Gê Tenuta,Renting of motor vehicles or chartering of boats,2873,800
2009,DEM,SP,Bispo Gê Tenuta,Telephony,40553,4765
2009,DEM,SP,Jorge Tadeu Mudalen,Acquisition of Office Supplies.,5219,3198
2009,DEM,SP,Jorge Tadeu Mudalen,Acquisition or Location of Software for Postal Services,1413,465
2009,DEM,SP,Jorge Tadeu Mudalen,Airline tickets,3212,876
2009,DEM,SP,Jorge Tadeu Mudalen,Fuels and lubricants.,6895,3950
2009,DEM,SP,Jorge Tadeu Mudalen,"Locomotion, Food and Lodging",6087,4900
2009,DEM,SP,Jorge Tadeu Mudalen,Telephony,52,52
2009,DEM,SP,Jorginho Maluly,Acquisition of Office Supplies.,348,193
2009,DEM,SP,Jorginho Maluly,Acquisition or Location of Software for Postal Services,1395,465
2009,DEM,SP,Jorginho Maluly,Airline tickets,25604,1299
2009,DEM,SP,Jorginho Maluly,"Consultancies, Researches and Technical Works.",4965,4500
2009,DEM,SP,Jorginho Maluly,Dissemination of the Parliamentary Activity.,48650,10375
2009,DEM,SP,Jorginho Maluly,Fuels and lubricants.,35425,2400
2009,DEM,SP,Jorginho Maluly,"Hosting, except for the Parliamentary in the Federal District.",81,81
2009,DEM,SP,Jorginho Maluly,"Locomotion, Food and Lodging",17790,5600
2009,DEM,SP,Jorginho Maluly,Maintenance of Office,1395,465
2009,DEM,SP,Jorginho Maluly,Postal Services,3833,592
2009,DEM,SP,Jorginho Maluly,Renting of motor vehicles or chartering of boats,21631,5600
2009,DEM,SP,Jorginho Maluly,Telephony,59358,3132
2009,DEM,SP,Milton Vieira,Acquisition of Office Supplies.,10152,6200
2009,DEM,SP,Milton Vieira,Airline tickets,13303,900
2009,DEM,SP,Milton Vieira,"Consultancies, Researches and Technical Works.",15000,5e3
2009,DEM,SP,Milton Vieira,Fuels and lubricants.,44476,4500
2009,DEM,SP,Milton Vieira,"Locomotion, Food and Lodging",16278,4200
2009,DEM,SP,Milton Vieira,Maintenance of Office,59649,6700
2009,DEM,SP,Milton Vieira,Postal Services,1368,250
2009,DEM,SP,Milton Vieira,Renting of motor vehicles or chartering of boats,26500,5500
2009,DEM,SP,Milton Vieira,Telephony,23931,1841
2009,DEM,TO,João Oliveira,Acquisition of Office Supplies.,5541,4719
2009,DEM,TO,João Oliveira,Acquisition or Location of Software for Postal Services,427,229
2009,DEM,TO,João Oliveira,Airline tickets,18137,751
2009,DEM,TO,João Oliveira,Dissemination of the Parliamentary Activity.,119500,16500
2009,DEM,TO,João Oliveira,Food and Meals,66,66
2009,DEM,TO,João Oliveira,Fuels and lubricants.,40662,4656
2009,DEM,TO,João Oliveira,"Locomotion, Food and Lodging",54,54
2009,DEM,TO,João Oliveira,Maintenance of Office,26475,4977
2009,DEM,TO,João Oliveira,Postal Services,6972,1794
2009,DEM,TO,João Oliveira,Security Service Provided By Specialized Company.,497,497
2009,DEM,TO,João Oliveira,Telephony,30006,1480
2009,PCDOB,AC,Perpétua Almeida,Acquisition of Office Supplies.,4499,2140
2009,PCDOB,AC,Perpétua Almeida,Acquisition or Location of Software for Postal Services,1361,1080
2009,PCDOB,AC,Perpétua Almeida,Airline tickets,114437,8590
2009,PCDOB,AC,Perpétua Almeida,"Consultancies, Researches and Technical Works.",10000,5500
2009,PCDOB,AC,Perpétua Almeida,Dissemination of the Parliamentary Activity.,54800,26800
2009,PCDOB,AC,Perpétua Almeida,Food and Meals,479,84
2009,PCDOB,AC,Perpétua Almeida,Fuels and lubricants.,36774,4120
2009,PCDOB,AC,Perpétua Almeida,"Hosting, except for the Parliamentary in the Federal District.",296,148
2009,PCDOB,AC,Perpétua Almeida,"Locomotion, Food and Lodging",9137,2200
2009,PCDOB,AC,Perpétua Almeida,Maintenance of Office,24299,2700
2009,PCDOB,AC,Perpétua Almeida,Postal Services,790,338
2009,PCDOB,AC,Perpétua Almeida,Publication Subscription,700,350
2009,PCDOB,AC,Perpétua Almeida,Renting of motor vehicles or chartering of boats,520,520
2009,PCDOB,AC,Perpétua Almeida,Telephony,34151,2829
2009,PCDOB,AM,Vanessa Grazziotin,Acquisition of Office Supplies.,220,173
2009,PCDOB,AM,Vanessa Grazziotin,Acquisition or Location of Software for Postal Services,557,260
2009,PCDOB,AM,Vanessa Grazziotin,Airline tickets,27522,1407
2009,PCDOB,AM,Vanessa Grazziotin,"Consultancies, Researches and Technical Works.",3240,3240
2009,PCDOB,AM,Vanessa Grazziotin,Dissemination of the Parliamentary Activity.,111284,22500
2009,PCDOB,AM,Vanessa Grazziotin,Fuels and lubricants.,23888,2120
2009,PCDOB,AM,Vanessa Grazziotin,"Hosting, except for the Parliamentary in the Federal District.",437,294
2009,PCDOB,AM,Vanessa Grazziotin,"Locomotion, Food and Lodging",743,282
2009,PCDOB,AM,Vanessa Grazziotin,Maintenance of Office,14802,950
2009,PCDOB,AM,Vanessa Grazziotin,Postal Services,29618,14712
2009,PCDOB,AM,Vanessa Grazziotin,Publication Subscription,1481,400
2009,PCDOB,AM,Vanessa Grazziotin,Renting of motor vehicles or chartering of boats,4277,1800
2009,PCDOB,AM,Vanessa Grazziotin,Telephony,50495,4041
2009,PCDOB,AP,Evandro Milhomen,Acquisition or Location of Software for Postal Services,2502,553
2009,PCDOB,AP,Evandro Milhomen,Airline tickets,4666,2900
2009,PCDOB,AP,Evandro Milhomen,"Consultancies, Researches and Technical Works.",18000,1e4
2009,PCDOB,AP,Evandro Milhomen,Dissemination of the Parliamentary Activity.,37136,7400
2009,PCDOB,AP,Evandro Milhomen,Fuels and lubricants.,17431,1548
2009,PCDOB,AP,Evandro Milhomen,"Locomotion, Food and Lodging",13500,4500
2009,PCDOB,AP,Evandro Milhomen,Maintenance of Office,16800,1223
2009,PCDOB,AP,Evandro Milhomen,Postal Services,16693,5039
2009,PCDOB,AP,Evandro Milhomen,Renting of motor vehicles or chartering of boats,22500,4500
2009,PCDOB,AP,Evandro Milhomen,Telephony,30579,2216
2009,PCDOB,BA,Alice Portugal,Airline tickets,74885,1809
2009,PCDOB,BA,Alice Portugal,Dissemination of the Parliamentary Activity.,25000,8500
2009,PCDOB,BA,Alice Portugal,Food and Meals,43,43
2009,PCDOB,BA,Alice Portugal,Fuels and lubricants.,31359,1755
2009,PCDOB,BA,Alice Portugal,"Hosting, except for the Parliamentary in the Federal District.",504,268
2009,PCDOB,BA,Alice Portugal,"Locomotion, Food and Lodging",15232,7500
2009,PCDOB,BA,Alice Portugal,Maintenance of Office,47149,4240
2009,PCDOB,BA,Alice Portugal,Postal Services,4692,472
2009,PCDOB,BA,Alice Portugal,Renting of motor vehicles or chartering of boats,30000,7500
2009,PCDOB,BA,Alice Portugal,Telephony,18518,1344
2009,PCDOB,BA,Daniel Almeida,Airline tickets,95187,11200
2009,PCDOB,BA,Daniel Almeida,Dissemination of the Parliamentary Activity.,19363,7596
2009,PCDOB,BA,Daniel Almeida,Food and Meals,32,32
2009,PCDOB,BA,Daniel Almeida,Fuels and lubricants.,25627,3677
2009,PCDOB,BA,Daniel Almeida,"Hosting, except for the Parliamentary in the Federal District.",1476,233
2009,PCDOB,BA,Daniel Almeida,"Locomotion, Food and Lodging",15505,6800
2009,PCDOB,BA,Daniel Almeida,Maintenance of Office,32485,3e3
2009,PCDOB,BA,Daniel Almeida,Postal Services,37147,1e4
2009,PCDOB,BA,Daniel Almeida,Renting of motor vehicles or chartering of boats,24730,6e3
2009,PCDOB,BA,Daniel Almeida,Telephony,33733,1470
2009,PCDOB,CE,Chico Lopes,Acquisition of Office Supplies.,362,231
2009,PCDOB,CE,Chico Lopes,Acquisition or Location of Software for Postal Services,3621,1284
2009,PCDOB,CE,Chico Lopes,Airline tickets,64029,1915
2009,PCDOB,CE,Chico Lopes,"Consultancies, Researches and Technical Works.",3570,1500
2009,PCDOB,CE,Chico Lopes,Dissemination of the Parliamentary Activity.,29178,7650
2009,PCDOB,CE,Chico Lopes,Fuels and lubricants.,13048,155
2009,PCDOB,CE,Chico Lopes,"Hosting, except for the Parliamentary in the Federal District.",2995,477
2009,PCDOB,CE,Chico Lopes,"Locomotion, Food and Lodging",12643,8700
2009,PCDOB,CE,Chico Lopes,Maintenance of Office,35141,2869
2009,PCDOB,CE,Chico Lopes,Postal Services,2436,987
2009,PCDOB,CE,Chico Lopes,Publication Subscription,470,350
2009,PCDOB,CE,Chico Lopes,Renting of motor vehicles or chartering of boats,39494,7987
2009,PCDOB,CE,Chico Lopes,Security Service Provided By Specialized Company.,2150,249
2009,PCDOB,CE,Chico Lopes,Telephony,26780,1640
2009,PCDOB,MA,Flávio Dino,Acquisition of Office Supplies.,453,299
2009,PCDOB,MA,Flávio Dino,Acquisition or Location of Software for Postal Services,738,196
2009,PCDOB,MA,Flávio Dino,Airline tickets,46932,3300
2009,PCDOB,MA,Flávio Dino,"Consultancies, Researches and Technical Works.",9620,2e3
2009,PCDOB,MA,Flávio Dino,Dissemination of the Parliamentary Activity.,98675,35e3
2009,PCDOB,MA,Flávio Dino,Food and Meals,3479,179
2009,PCDOB,MA,Flávio Dino,Fuels and lubricants.,11766,152
2009,PCDOB,MA,Flávio Dino,"Hosting, except for the Parliamentary in the Federal District.",13507,1042
2009,PCDOB,MA,Flávio Dino,"Locomotion, Food and Lodging",4936,818
2009,PCDOB,MA,Flávio Dino,Maintenance of Office,27879,2125
2009,PCDOB,MA,Flávio Dino,Postal Services,20507,4765
2009,PCDOB,MA,Flávio Dino,Publication Subscription,333,180
2009,PCDOB,MA,Flávio Dino,Renting of motor vehicles or chartering of boats,1946,994
2009,PCDOB,MA,Flávio Dino,Security Service Provided By Specialized Company.,1770,300
2009,PCDOB,MA,Flávio Dino,Telephony,39378,2528
2009,PCDOB,MG,Jô Moraes,Acquisition of Office Supplies.,1554,401
2009,PCDOB,MG,Jô Moraes,Acquisition or Location of Software for Postal Services,1408,1e3
2009,PCDOB,MG,Jô Moraes,Airline tickets,67648,2034
2009,PCDOB,MG,Jô Moraes,"Consultancies, Researches and Technical Works.",4000,3e3
2009,PCDOB,MG,Jô Moraes,Dissemination of the Parliamentary Activity.,58385,12600
2009,PCDOB,MG,Jô Moraes,Food and Meals,245,56
2009,PCDOB,MG,Jô Moraes,Fuels and lubricants.,21639,3500
2009,PCDOB,MG,Jô Moraes,"Hosting, except for the Parliamentary in the Federal District.",1441,460
2009,PCDOB,MG,Jô Moraes,"Locomotion, Food and Lodging",5427,556
2009,PCDOB,MG,Jô Moraes,Maintenance of Office,15270,1112
2009,PCDOB,MG,Jô Moraes,Postal Services,19878,9759
2009,PCDOB,MG,Jô Moraes,Publication Subscription,107,107
2009,PCDOB,MG,Jô Moraes,Renting of motor vehicles or chartering of boats,14556,1200
2009,PCDOB,MG,Jô Moraes,Telephony,29301,1350
2009,PCDOB,PI,Osmar Júnior,Airline tickets,52492,2151
2009,PCDOB,PI,Osmar Júnior,"Consultancies, Researches and Technical Works.",27200,7e3
2009,PCDOB,PI,Osmar Júnior,Dissemination of the Parliamentary Activity.,43617,15e3
2009,PCDOB,PI,Osmar Júnior,Fuels and lubricants.,21067,2500
2009,PCDOB,PI,Osmar Júnior,"Locomotion, Food and Lodging",27622,5e3
2009,PCDOB,PI,Osmar Júnior,Postal Services,9170,1800
2009,PCDOB,PI,Osmar Júnior,Renting of motor vehicles or chartering of boats,47055,5e3
2009,PCDOB,PI,Osmar Júnior,Telephony,28709,2091
2009,PCDOB,RJ,Edmilson Valentim,Acquisition of Office Supplies.,1130,667
2009,PCDOB,RJ,Edmilson Valentim,Acquisition or Location of Software for Postal Services,665,157
2009,PCDOB,RJ,Edmilson Valentim,Airline tickets,26337,885
2009,PCDOB,RJ,Edmilson Valentim,Dissemination of the Parliamentary Activity.,101650,1e4
2009,PCDOB,RJ,Edmilson Valentim,Food and Meals,123,62
2009,PCDOB,RJ,Edmilson Valentim,Fuels and lubricants.,31860,2874
2009,PCDOB,RJ,Edmilson Valentim,"Hosting, except for the Parliamentary in the Federal District.",567,363
2009,PCDOB,RJ,Edmilson Valentim,"Locomotion, Food and Lodging",1690,355
2009,PCDOB,RJ,Edmilson Valentim,Maintenance of Office,46980,3100
2009,PCDOB,RJ,Edmilson Valentim,Publication Subscription,133,133
2009,PCDOB,RJ,Edmilson Valentim,Renting of motor vehicles or chartering of boats,9492,7e3
2009,PCDOB,RJ,Edmilson Valentim,Telephony,39660,3103
2009,PCDOB,RS,Manuela D'Ávila,Acquisition of Office Supplies.,620,268
2009,PCDOB,RS,Manuela D'Ávila,Acquisition or Location of Software for Postal Services,9010,2266
2009,PCDOB,RS,Manuela D'Ávila,Airline tickets,49158,1249
2009,PCDOB,RS,Manuela D'Ávila,"Consultancies, Researches and Technical Works.",4472,1200
2009,PCDOB,RS,Manuela D'Ávila,Dissemination of the Parliamentary Activity.,59786,5870
2009,PCDOB,RS,Manuela D'Ávila,Food and Meals,433,91
2009,PCDOB,RS,Manuela D'Ávila,Fuels and lubricants.,10860,171
2009,PCDOB,RS,Manuela D'Ávila,"Hosting, except for the Parliamentary in the Federal District.",4131,515
2009,PCDOB,RS,Manuela D'Ávila,"Locomotion, Food and Lodging",10494,2103
2009,PCDOB,RS,Manuela D'Ávila,Maintenance of Office,31495,2706
2009,PCDOB,RS,Manuela D'Ávila,Postal Services,3581,489
2009,PCDOB,RS,Manuela D'Ávila,Publication Subscription,122,61
2009,PCDOB,RS,Manuela D'Ávila,Renting of motor vehicles or chartering of boats,13265,2128
2009,PCDOB,RS,Manuela D'Ávila,Security Service Provided By Specialized Company.,2673,1049
2009,PCDOB,RS,Manuela D'Ávila,Telephony,37659,3456
2009,PCDOB,SP,Aldo Rebelo,Acquisition of Office Supplies.,373,290
2009,PCDOB,SP,Aldo Rebelo,Acquisition or Location of Software for Postal Services,600,577
2009,PCDOB,SP,Aldo Rebelo,Airline tickets,5614,707
2009,PCDOB,SP,Aldo Rebelo,"Consultancies, Researches and Technical Works.",50124,1e4
2009,PCDOB,SP,Aldo Rebelo,Dissemination of the Parliamentary Activity.,84475,4e4
2009,PCDOB,SP,Aldo Rebelo,Fuels and lubricants.,9307,158
2009,PCDOB,SP,Aldo Rebelo,"Hosting, except for the Parliamentary in the Federal District.",2260,546
2009,PCDOB,SP,Aldo Rebelo,"Locomotion, Food and Lodging",10699,1698
2009,PCDOB,SP,Aldo Rebelo,Maintenance of Office,22697,1464
2009,PCDOB,SP,Aldo Rebelo,Postal Services,2437,247
2009,PCDOB,SP,Aldo Rebelo,Publication Subscription,1265,1265
2009,PCDOB,SP,Aldo Rebelo,Renting of motor vehicles or chartering of boats,18574,3600
2009,PCDOB,SP,Aldo Rebelo,Telephony,30024,1636
2009,PDT,CE,Ariosto Holanda,Acquisition of Office Supplies.,398,265
2009,PDT,CE,Ariosto Holanda,Acquisition or Location of Software for Postal Services,192,35
2009,PDT,CE,Ariosto Holanda,Airline tickets,52484,1306
2009,PDT,CE,Ariosto Holanda,"Consultancies, Researches and Technical Works.",14252,3e3
2009,PDT,CE,Ariosto Holanda,Dissemination of the Parliamentary Activity.,10000,2e3
2009,PDT,CE,Ariosto Holanda,Fuels and lubricants.,40500,4500
2009,PDT,CE,Ariosto Holanda,"Hosting, except for the Parliamentary in the Federal District.",110,55
2009,PDT,CE,Ariosto Holanda,"Locomotion, Food and Lodging",12660,4200
2009,PDT,CE,Ariosto Holanda,Maintenance of Office,39088,2500
2009,PDT,CE,Ariosto Holanda,Postal Services,5261,692
2009,PDT,CE,Ariosto Holanda,Renting of motor vehicles or chartering of boats,31741,4200
2009,PDT,CE,Ariosto Holanda,Telephony,30397,1750
2009,PDT,CE,Vicente Arruda,Airline tickets,140994,19500
2009,PDT,CE,Vicente Arruda,"Consultancies, Researches and Technical Works.",68900,41900
2009,PDT,CE,Vicente Arruda,Fuels and lubricants.,26763,560
2009,PDT,CE,Vicente Arruda,"Locomotion, Food and Lodging",20985,4500
2009,PDT,CE,Vicente Arruda,Maintenance of Office,45000,4500
2009,PDT,CE,Vicente Arruda,Postal Services,2443,2144
2009,PDT,CE,Vicente Arruda,Renting of motor vehicles or chartering of boats,27000,4500
2009,PDT,CE,Vicente Arruda,Telephony,33040,2848
2009,PDT,ES,Sueli Vidigal,Acquisition or Location of Software for Postal Services,670,467
2009,PDT,ES,Sueli Vidigal,Airline tickets,21413,704
2009,PDT,ES,Sueli Vidigal,Dissemination of the Parliamentary Activity.,50000,1e4
2009,PDT,ES,Sueli Vidigal,Fuels and lubricants.,31209,3843
2009,PDT,ES,Sueli Vidigal,Maintenance of Office,31633,2350
2009,PDT,ES,Sueli Vidigal,Postal Services,1217,278
2009,PDT,ES,Sueli Vidigal,Telephony,27559,1224
2009,PDT,MA,Julião Amin,Airline tickets,64297,18200
2009,PDT,MA,Julião Amin,"Consultancies, Researches and Technical Works.",93500,15e3
2009,PDT,MA,Julião Amin,Dissemination of the Parliamentary Activity.,5000,5e3
2009,PDT,MA,Julião Amin,Food and Meals,951,160
2009,PDT,MA,Julião Amin,Fuels and lubricants.,13360,233
2009,PDT,MA,Julião Amin,"Hosting, except for the Parliamentary in the Federal District.",531,137
2009,PDT,MA,Julião Amin,"Locomotion, Food and Lodging",32030,12e3
2009,PDT,MA,Julião Amin,Maintenance of Office,152,152
2009,PDT,MA,Julião Amin,Postal Services,13051,4680
2009,PDT,MA,Julião Amin,Renting of motor vehicles or chartering of boats,26500,6400
2009,PDT,MA,Julião Amin,Telephony,14862,1250
2009,PDT,MG,Mário Heringer,Acquisition of Office Supplies.,205,95
2009,PDT,MG,Mário Heringer,Acquisition or Location of Software for Postal Services,15163,3600
2009,PDT,MG,Mário Heringer,Airline tickets,61234,2030
2009,PDT,MG,Mário Heringer,"Consultancies, Researches and Technical Works.",3500,3500
2009,PDT,MG,Mário Heringer,Dissemination of the Parliamentary Activity.,54640,9790
2009,PDT,MG,Mário Heringer,Food and Meals,425,87
2009,PDT,MG,Mário Heringer,Fuels and lubricants.,33296,3318
2009,PDT,MG,Mário Heringer,"Locomotion, Food and Lodging",25,13
2009,PDT,MG,Mário Heringer,Maintenance of Office,15033,1300
2009,PDT,MG,Mário Heringer,Postal Services,27442,4200
2009,PDT,MG,Mário Heringer,Renting of motor vehicles or chartering of boats,21581,9600
